date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-15,WT0001R2,control,F,JHO,1,3,14,0,2
2023-07-15,WT0001R2,control,F,JHO,2,3,22,0,2
2023-07-15,WT0001R2,control,F,JHO,3,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,4,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,5,3,10,0,1
2023-07-15,WT0001R2,control,F,JHO,6,3,22,0,2
2023-07-15,WT0001R2,control,F,JHO,7,3,16,0,2
2023-07-15,WT0001R2,control,F,JHO,8,3,20,0,2
2023-07-15,WT0001R2,control,F,JHO,9,3,14,0,2
2023-07-15,WT0001R2,control,F,JHO,10,3,20,0,2
2023-07-15,WT0001R2,control,F,JHO,11,3,20,0,2
2023-07-15,WT0001R2,control,F,JHO,12,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,13,3,10,0,1
2023-07-15,WT0001R2,control,F,JHO,14,3,14,0,1
2023-07-15,WT0001R2,control,F,JHO,15,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,16,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,17,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,18,3,14,0,1
2023-07-15,WT0001R2,control,F,JHO,19,3,14,0,1
2023-07-15,WT0001R2,control,F,JHO,20,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,21,3,16,0,1
2023-07-15,WT0001R2,control,F,JHO,22,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,23,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,24,3,16,0,1
2023-07-15,WT0001R2,control,F,JHO,25,3,16,0,2
2023-07-15,WT0001R2,control,F,JHO,26,3,20,0,2
2023-07-15,WT0001R2,control,F,JHO,27,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,28,3,14,0,1
2023-07-15,WT0001R2,control,F,JHO,29,3,16,0,1
2023-07-15,WT0001R2,control,F,JHO,30,3,18,0,2
2023-07-15,WT0001R2,control,F,JHO,31,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,32,3,10,0,1
2023-07-15,WT0001R2,control,F,JHO,33,3,10,0,1
2023-07-15,WT0001R2,control,F,JHO,34,3,12,0,1
2023-07-15,WT0001R2,control,F,JHO,35,3,20,0,2
2023-07-15,WT0001R2,control,F,JHO,36,3,18,0,2
