date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-19,WT0002R1,control,M,JHO,1,3,12,0,2
2023-07-19,WT0002R1,control,M,JHO,2,2,18,0,2
2023-07-19,WT0002R1,control,M,JHO,3,3,10,0,1
2023-07-19,WT0002R1,control,M,JHO,4,3,12,0,1
2023-07-19,WT0002R1,control,M,JHO,5,3,14,0,2
2023-07-19,WT0002R1,control,M,JHO,6,1,14,0,1
2023-07-19,WT0002R1,control,M,JHO,7,4,10,0,2
2023-07-19,WT0002R1,control,M,JHO,8,3,16,0,2
2023-07-19,WT0002R1,control,M,JHO,9,1,12,0,1
2023-07-19,WT0002R1,control,M,JHO,10,4,18,0,2
2023-07-19,WT0002R1,control,M,JHO,11,5,20,0,2
2023-07-19,WT0002R1,control,M,JHO,12,3,12,0,1
2023-07-19,WT0002R1,control,M,JHO,13,3,20,0,2
2023-07-19,WT0002R1,control,M,JHO,14,3,16,0,1
2023-07-19,WT0002R1,control,M,JHO,15,3,20,0,2
2023-07-19,WT0002R1,control,M,JHO,16,5,16,0,1
2023-07-19,WT0002R1,control,M,JHO,17,1,20,0,2
2023-07-19,WT0002R1,control,M,JHO,18,3,10,0,1
2023-07-19,WT0002R1,control,M,JHO,19,5,14,0,1
2023-07-19,WT0002R1,control,M,JHO,20,3,12,0,1
2023-07-19,WT0002R1,control,M,JHO,21,3,18,0,2
2023-07-19,WT0002R1,control,M,JHO,22,3,12,0,1
2023-07-19,WT0002R1,control,M,JHO,23,3,14,0,1
2023-07-19,WT0002R1,control,M,JHO,24,3,16,0,1
2023-07-19,WT0002R1,control,M,JHO,25,3,14,0,2
2023-07-19,WT0002R1,control,M,JHO,26,3,14,0,1
2023-07-19,WT0002R1,control,M,JHO,27,3,18,0,2
2023-07-19,WT0002R1,control,M,JHO,28,3,18,0,2
2023-07-19,WT0002R1,control,M,JHO,29,2,18,0,1
2023-07-19,WT0002R1,control,M,JHO,30,1,18,0,1
2023-07-19,WT0002R1,control,M,JHO,31,3,14,0,1
2023-07-19,WT0002R1,control,M,JHO,32,3,16,0,2
2023-07-19,WT0002R1,control,M,JHO,33,2,20,0,1
2023-07-19,WT0002R1,control,M,JHO,34,4,16,0,1
2023-07-19,WT0002R1,control,M,JHO,35,4,12,0,1
2023-07-19,WT0002R1,control,M,JHO,36,3,20,0,2
2023-07-19,WT0002R1,control,M,JHO,37,3,14,0,1
2023-07-19,WT0002R1,control,M,JHO,38,2,18,0,2
2023-07-19,WT0002R1,control,M,JHO,39,3,12,0,1
2023-07-19,WT0002R1,control,M,JHO,40,2,16,0,2
2023-07-19,WT0002R1,control,M,JHO,41,3,16,0,1
2023-07-19,WT0002R1,control,M,JHO,42,4,16,0,2
2023-07-19,WT0002R1,control,M,JHO,43,3,18,0,2
