date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-26,WT0001R2,control,F,mlp,1,3,20,0,2
2023-07-26,WT0001R2,control,F,mlp,2,3,18,0,2
2023-07-26,WT0001R2,control,F,mlp,3,3,10,0,1
2023-07-26,WT0001R2,control,F,mlp,4,3,16,0,2
2023-07-26,WT0001R2,control,F,mlp,5,3,18,0,2
2023-07-26,WT0001R2,control,F,mlp,6,3,14,0,2
2023-07-26,WT0001R2,control,F,mlp,7,1,16,0,2
2023-07-26,WT0001R2,control,F,mlp,8,3,12,0,2
2023-07-26,WT0001R2,control,F,mlp,9,1,14,0,2
2023-07-26,WT0001R2,control,F,mlp,10,3,10,0,1
2023-07-26,WT0001R2,control,F,mlp,11,1,12,0,2
2023-07-26,WT0001R2,control,F,mlp,12,3,20,0,2
2023-07-26,WT0001R2,control,F,mlp,13,3,10,0,2
2023-07-26,WT0001R2,control,F,mlp,14,3,12,0,1
2023-07-26,WT0001R2,control,F,mlp,15,3,16,0,1
2023-07-26,WT0001R2,control,F,mlp,16,3,20,0,2
2023-07-26,WT0001R2,control,F,mlp,17,3,10,0,2
2023-07-26,WT0001R2,control,F,mlp,18,3,14,0,2
2023-07-26,WT0001R2,control,F,mlp,19,3,12,0,2
2023-07-26,WT0001R2,control,F,mlp,20,3,10,0,2
2023-07-26,WT0001R2,control,F,mlp,21,3,12,0,1
2023-07-26,WT0001R2,control,F,mlp,22,1,10,0,1
2023-07-26,WT0001R2,control,F,mlp,23,3,10,0,1
2023-07-26,WT0001R2,control,F,mlp,24,1,10,0,1
2023-07-26,WT0001R2,control,F,mlp,25,4,14,0,2
2023-07-26,WT0001R2,control,F,mlp,26,5,20,0,2
2023-07-26,WT0001R2,control,F,mlp,27,3,16,0,1
2023-07-26,WT0001R2,control,F,mlp,28,5,10,0,1
2023-07-26,WT0001R2,control,F,mlp,29,3,18,0,2
2023-07-26,WT0001R2,control,F,mlp,30,3,14,0,1
2023-07-26,WT0001R2,control,F,mlp,31,3,14,0,2
2023-07-26,WT0001R2,control,F,mlp,32,3,20,0,2
2023-07-26,WT0001R2,control,F,mlp,33,3,18,0,2
2023-07-26,WT0001R2,control,F,mlp,34,2,12,0,1
2023-07-26,WT0001R2,control,F,mlp,35,3,16,0,2
2023-07-26,WT0001R2,control,F,mlp,36,3,10,0,1
2023-07-26,WT0001R2,control,F,mlp,37,5,18,0,2
2023-07-26,WT0001R2,control,F,mlp,38,4,12,0,1
2023-07-26,WT0001R2,control,F,mlp,39,3,18,0,2
2023-07-26,WT0001R2,control,F,mlp,40,3,10,0,1
2023-07-26,WT0001R2,control,F,mlp,41,3,16,0,2
2023-07-26,WT0001R2,control,F,mlp,42,3,16,0,1
2023-07-26,WT0001R2,control,F,mlp,43,1,18,0,2
