date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-28,WT0001LR,control,F,ASM,1,3,16,0,2
2023-07-28,WT0001LR,control,F,ASM,2,3,10,0,1
2023-07-28,WT0001LR,control,F,ASM,3,3,20,0,2
2023-07-28,WT0001LR,control,F,ASM,4,5,10,0,1
2023-07-28,WT0001LR,control,F,ASM,5,3,14,0,2
2023-07-28,WT0001LR,control,F,ASM,6,3,16,0,2
2023-07-28,WT0001LR,control,F,ASM,7,5,20,0,2
2023-07-28,WT0001LR,control,F,ASM,8,3,10,0,1
2023-07-28,WT0001LR,control,F,ASM,9,3,18,0,2
2023-07-28,WT0001LR,control,F,ASM,10,3,14,0,1
2023-07-28,WT0001LR,control,F,ASM,11,1,18,0,2
2023-07-28,WT0001LR,control,F,ASM,12,3,14,0,1
2023-07-28,WT0001LR,control,F,ASM,13,3,10,0,1
2023-07-28,WT0001LR,control,F,ASM,14,3,14,0,1
2023-07-28,WT0001LR,control,F,ASM,15,3,18,0,2
2023-07-28,WT0001LR,control,F,ASM,16,3,20,0,2
2023-07-28,WT0001LR,control,F,ASM,17,3,18,0,2
2023-07-28,WT0001LR,control,F,ASM,18,4,16,0,2
2023-07-28,WT0001LR,control,F,ASM,19,2,10,0,1
2023-07-28,WT0001LR,control,F,ASM,20,3,20,0,2
2023-07-28,WT0001LR,control,F,ASM,21,1,10,0,1
