date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-24,WT0001L2,control,F,ACN,1,3,14,0,1
2023-07-24,WT0001L2,control,F,ACN,2,2,12,0,1
2023-07-24,WT0001L2,control,F,ACN,3,3,12,0,2
2023-07-24,WT0001L2,control,F,ACN,4,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,5,3,18,0,2
2023-07-24,WT0001L2,control,F,ACN,6,2,10,0,1
2023-07-24,WT0001L2,control,F,ACN,7,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,8,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,9,4,12,0,1
2023-07-24,WT0001L2,control,F,ACN,10,3,12,0,2
2023-07-24,WT0001L2,control,F,ACN,11,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,12,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,13,5,12,0,1
2023-07-24,WT0001L2,control,F,ACN,14,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,15,2,20,0,2
2023-07-24,WT0001L2,control,F,ACN,16,3,14,0,1
2023-07-24,WT0001L2,control,F,ACN,17,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,18,4,16,0,2
2023-07-24,WT0001L2,control,F,ACN,19,1,12,0,1
2023-07-24,WT0001L2,control,F,ACN,20,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,21,1,14,0,1
2023-07-24,WT0001L2,control,F,ACN,22,4,16,0,1
2023-07-24,WT0001L2,control,F,ACN,23,3,10,0,2
2023-07-24,WT0001L2,control,F,ACN,24,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,25,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,26,2,16,0,2
2023-07-24,WT0001L2,control,F,ACN,27,1,12,0,2
2023-07-24,WT0001L2,control,F,ACN,28,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,29,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,30,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,31,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,32,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,33,2,16,0,2
2023-07-24,WT0001L2,control,F,ACN,34,5,10,0,1
2023-07-24,WT0001L2,control,F,ACN,35,5,20,0,2
2023-07-24,WT0001L2,control,F,ACN,36,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,37,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,38,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,39,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,40,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,41,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,42,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,43,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,44,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,45,5,16,0,2
2023-07-24,WT0001L2,control,F,ACN,46,3,14,0,2
2023-07-24,WT0001L2,control,F,ACN,47,5,14,0,1
2023-07-24,WT0001L2,control,F,ACN,48,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,49,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,50,4,14,0,1
2023-07-24,WT0001L2,control,F,ACN,51,2,18,0,2
2023-07-24,WT0001L2,control,F,ACN,52,3,18,0,1
2023-07-24,WT0001L2,control,F,ACN,53,5,10,0,1
2023-07-24,WT0001L2,control,F,ACN,54,3,12,0,2
2023-07-24,WT0001L2,control,F,ACN,55,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,56,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,57,3,10,0,1
2023-07-24,WT0001L2,control,F,ACN,58,3,16,0,2
2023-07-24,WT0001L2,control,F,ACN,59,4,16,0,2
2023-07-24,WT0001L2,control,F,ACN,60,3,12,0,1
2023-07-24,WT0001L2,control,F,ACN,61,2,12,0,2
2023-07-24,WT0001L2,control,F,ACN,62,3,10,0,2
2023-07-24,WT0001L2,control,F,ACN,63,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,64,3,14,0,1
2023-07-24,WT0001L2,control,F,ACN,65,3,20,0,2
2023-07-24,WT0001L2,control,F,ACN,66,3,18,0,2
2023-07-24,WT0001L2,control,F,ACN,67,3,14,0,2
2023-07-24,WT0001L2,control,F,ACN,68,5,14,0,2
2023-07-24,WT0001L2,control,F,ACN,69,3,10,0,2
2023-07-24,WT0001L2,control,F,ACN,70,3,14,0,1
2023-07-24,WT0001L2,control,F,ACN,71,3,10,0,2
2023-07-24,WT0001L2,control,F,ACN,72,3,14,0,1
