date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-25,WT0002LR,control,M,ACN,1,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,2,3,16,0,1
2023-07-25,WT0002LR,control,M,ACN,3,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,4,3,10,0,2
2023-07-25,WT0002LR,control,M,ACN,5,3,10,0,1
2023-07-25,WT0002LR,control,M,ACN,6,4,14,0,1
2023-07-25,WT0002LR,control,M,ACN,7,1,20,0,1
2023-07-25,WT0002LR,control,M,ACN,8,3,14,0,1
2023-07-25,WT0002LR,control,M,ACN,9,3,10,0,1
2023-07-25,WT0002LR,control,M,ACN,10,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,11,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,12,3,20,0,2
2023-07-25,WT0002LR,control,M,ACN,13,5,16,0,1
2023-07-25,WT0002LR,control,M,ACN,14,3,12,0,1
2023-07-25,WT0002LR,control,M,ACN,15,3,18,0,2
2023-07-25,WT0002LR,control,M,ACN,16,3,16,0,1
2023-07-25,WT0002LR,control,M,ACN,17,1,14,0,1
2023-07-25,WT0002LR,control,M,ACN,18,3,18,0,2
2023-07-25,WT0002LR,control,M,ACN,19,5,18,0,1
2023-07-25,WT0002LR,control,M,ACN,20,3,20,0,2
2023-07-25,WT0002LR,control,M,ACN,21,3,14,0,1
2023-07-25,WT0002LR,control,M,ACN,22,1,14,0,0
2023-07-25,WT0002LR,control,M,ACN,23,3,14,0,1
2023-07-25,WT0002LR,control,M,ACN,24,3,14,0,2
2023-07-25,WT0002LR,control,M,ACN,25,3,18,0,1
2023-07-25,WT0002LR,control,M,ACN,26,2,18,0,2
2023-07-25,WT0002LR,control,M,ACN,27,4,10,0,1
2023-07-25,WT0002LR,control,M,ACN,28,3,18,0,2
2023-07-25,WT0002LR,control,M,ACN,29,3,12,0,2
2023-07-25,WT0002LR,control,M,ACN,30,5,14,0,2
2023-07-25,WT0002LR,control,M,ACN,31,3,20,0,2
2023-07-25,WT0002LR,control,M,ACN,32,3,20,0,0
2023-07-25,WT0002LR,control,M,ACN,33,3,20,0,2
2023-07-25,WT0002LR,control,M,ACN,34,3,18,0,2
2023-07-25,WT0002LR,control,M,ACN,35,2,10,0,1
2023-07-25,WT0002LR,control,M,ACN,36,3,12,0,2
2023-07-25,WT0002LR,control,M,ACN,37,2,12,0,1
2023-07-25,WT0002LR,control,M,ACN,38,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,39,3,12,0,0
2023-07-25,WT0002LR,control,M,ACN,40,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,41,1,16,0,1
2023-07-25,WT0002LR,control,M,ACN,42,2,20,0,1
2023-07-25,WT0002LR,control,M,ACN,43,1,20,0,2
2023-07-25,WT0002LR,control,M,ACN,44,3,10,0,2
2023-07-25,WT0002LR,control,M,ACN,45,3,16,0,2
2023-07-25,WT0002LR,control,M,ACN,46,3,18,0,2
2023-07-25,WT0002LR,control,M,ACN,47,3,20,0,2
2023-07-25,WT0002LR,control,M,ACN,48,3,20,0,1
2023-07-25,WT0002LR,control,M,ACN,49,3,16,0,1
2023-07-25,WT0002LR,control,M,ACN,50,3,10,0,1
2023-07-25,WT0002LR,control,M,ACN,51,3,20,0,0
2023-07-25,WT0002LR,control,M,ACN,52,2,12,0,1
2023-07-25,WT0002LR,control,M,ACN,53,1,10,0,1
2023-07-25,WT0002LR,control,M,ACN,54,3,12,0,1
2023-07-25,WT0002LR,control,M,ACN,55,3,14,0,1
2023-07-25,WT0002LR,control,M,ACN,56,3,20,0,1
