date,subject,condition,sex,experimenter,trial_num,platform,distance,laser_trial,outcome
2023-07-25,WT0001LR,control,F,JHO,1,3,12,0,2
2023-07-25,WT0001LR,control,F,JHO,2,2,20,0,2
2023-07-25,WT0001LR,control,F,JHO,3,1,20,0,2
2023-07-25,WT0001LR,control,F,JHO,4,1,16,0,2
2023-07-25,WT0001LR,control,F,JHO,5,5,20,0,2
2023-07-25,WT0001LR,control,F,JHO,6,3,14,0,2
2023-07-25,WT0001LR,control,F,JHO,7,3,18,0,2
2023-07-25,WT0001LR,control,F,JHO,8,3,18,0,2
2023-07-25,WT0001LR,control,F,JHO,9,3,10,0,2
2023-07-25,WT0001LR,control,F,JHO,10,3,16,0,2
2023-07-25,WT0001LR,control,F,JHO,11,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,12,3,10,0,2
2023-07-25,WT0001LR,control,F,JHO,13,3,10,0,1
2023-07-25,WT0001LR,control,F,JHO,14,1,10,0,1
2023-07-25,WT0001LR,control,F,JHO,15,5,12,0,2
2023-07-25,WT0001LR,control,F,JHO,16,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,17,3,18,0,2
2023-07-25,WT0001LR,control,F,JHO,18,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,19,3,14,0,1
2023-07-25,WT0001LR,control,F,JHO,20,3,14,0,1
2023-07-25,WT0001LR,control,F,JHO,21,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,22,3,20,0,1
2023-07-25,WT0001LR,control,F,JHO,23,1,10,0,1
2023-07-25,WT0001LR,control,F,JHO,24,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,25,4,12,0,1
2023-07-25,WT0001LR,control,F,JHO,26,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,27,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,28,3,10,0,1
2023-07-25,WT0001LR,control,F,JHO,29,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,30,4,10,0,1
2023-07-25,WT0001LR,control,F,JHO,31,3,18,0,2
2023-07-25,WT0001LR,control,F,JHO,32,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,33,3,20,0,1
2023-07-25,WT0001LR,control,F,JHO,34,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,35,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,36,3,14,0,1
2023-07-25,WT0001LR,control,F,JHO,37,4,14,0,1
2023-07-25,WT0001LR,control,F,JHO,38,3,10,0,1
2023-07-25,WT0001LR,control,F,JHO,39,3,12,0,2
2023-07-25,WT0001LR,control,F,JHO,40,3,16,0,2
2023-07-25,WT0001LR,control,F,JHO,41,3,18,0,1
2023-07-25,WT0001LR,control,F,JHO,42,3,12,0,2
2023-07-25,WT0001LR,control,F,JHO,43,3,14,0,2
2023-07-25,WT0001LR,control,F,JHO,44,5,20,0,2
2023-07-25,WT0001LR,control,F,JHO,45,3,14,0,1
2023-07-25,WT0001LR,control,F,JHO,46,3,16,0,1
2023-07-25,WT0001LR,control,F,JHO,47,3,18,0,2
2023-07-25,WT0001LR,control,F,JHO,48,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,49,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,50,3,16,0,2
2023-07-25,WT0001LR,control,F,JHO,51,3,14,0,0
2023-07-25,WT0001LR,control,F,JHO,52,3,12,0,1
2023-07-25,WT0001LR,control,F,JHO,53,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,54,3,20,0,2
2023-07-25,WT0001LR,control,F,JHO,55,3,12,0,1
